p_id,sequence,p_pred,generator,rule,posterior,m_pred,correct,BayFold_pred,BayLOOCV_pred
2,01000001,0,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,False,0,0
2,01011111,1,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,True,1,1
2,10001010,1,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,True,0,0
2,00110101,1,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,True,0,0
2,10000101,1,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,True,0,0
2,01111111,0,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,0,True,1,1
2,11111010,1,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,True,1,1
2,00001101,1,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,True,0,0
2,11000110,0,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,False,0,0
2,01010000,1,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,True,0,0
2,01010010,0,stock,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",0.3390978891534411,1,False,0,0
3,10000001,1,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,False,0,0
3,10101010,1,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,1,True,1,1
3,11101010,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,1,False,1,1
3,11001101,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,True,1,1
3,11111010,1,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,1,True,1,1
3,10001010,1,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,1,True,0,0
3,10000000,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,True,0,0
3,11110010,1,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,1,True,1,1
3,00110101,1,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,False,0,0
3,10000101,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,True,0,0
3,11010010,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,1,False,1,1
3,10100111,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,True,1,1
3,01001011,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,True,0,0
3,01000000,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,True,0,0
3,11111101,1,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,1,True,1,1
3,01010000,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,True,0,0
3,10100000,0,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,0,True,0,0
3,00110110,1,bingo,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740884,1,True,1,1
4,11111101,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,True,1,1
4,01010100,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,True,0,0
4,01011110,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,True,1,1
4,11110010,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,True,1,1
4,00110101,0,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,0,True,0,0
4,11010010,0,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,False,1,1
4,10100000,0,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,0,True,0,0
4,00110110,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,True,1,1
4,11000110,0,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,False,0,0
4,00101111,0,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,0,True,1,1
4,10000001,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,0,False,0,0
4,11101010,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,True,1,1
4,11011001,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,0,False,1,1
4,11111010,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,True,1,1
4,01000000,0,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,0,True,0,0
4,01111111,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,True,1,1
4,11001101,0,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,0,True,1,1
4,01011000,1,analyst,"else_(conform_(x, 3), invert_(get_(x, 7)))",0.3736852240740886,1,True,0,0
5,01101010,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,1,True,1,1
5,01011000,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,1,True,0,0
5,01011110,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,1,True,1,1
5,01001011,0,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,True,0,0
5,11001101,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,False,1,1
5,10101111,0,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,True,1,1
5,00001101,0,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,1,False,0,0
5,00110110,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,1,True,1,1
5,11011001,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,False,1,1
5,10000001,0,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,True,0,0
5,10001010,0,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,True,0,0
5,11010010,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,1,True,1,1
5,11000110,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,False,0,0
5,10111111,0,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,True,1,1
5,01010101,0,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,True,0,0
5,01010010,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,1,True,0,0
5,10000000,0,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,0,True,0,0
5,01011111,1,stock,"else_(patternCont_(x), invert_(get_(x, 0)))",0.3909788915344121,1,True,1,1
6,11001101,1,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
6,00111111,1,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
6,01000101,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,10100000,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,01010010,1,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,False,0,0
6,11011001,1,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
6,11010010,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,1,False,1,1
6,01011000,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,10000000,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,10001010,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,01010000,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,01110010,1,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
6,00001101,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,10000001,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,01011110,1,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
6,01001011,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,10000101,0,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
6,00110110,1,bingo,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
7,00110110,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,1,1
7,01010101,0,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,0,True,0,0
7,11010010,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,1,1
7,10001010,0,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,0,True,0,0
7,11111010,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,1,1
7,00110101,0,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,0,True,0,0
7,11001101,0,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,False,1,1
7,00001101,0,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,0,True,0,0
7,00111111,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,1,1
7,01101010,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,1,1
7,10000000,0,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,0,True,0,0
7,01011110,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,1,1
7,01001011,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,0,0
7,01011111,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,1,1
7,00101111,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,1,1
7,10101010,1,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,True,1,1
7,01000001,0,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,0,True,0,0
7,10100111,0,analyst,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",0.6020400446933277,1,False,1,1
8,00001101,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,0,0
8,10001010,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,0,0
8,01111111,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,1,1
8,11111010,0,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,0,True,1,1
8,11010010,0,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,False,1,1
8,01010111,0,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,False,1,1
8,00110101,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,0,0
8,00111111,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,1,1
8,11001101,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,1,1
8,01010000,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,0,0
8,01011111,0,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,0,True,1,1
8,01011101,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,1,1
8,10110100,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,1,1
8,01000101,0,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,False,0,0
8,01010010,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,0,0
8,10000001,0,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,False,0,0
8,01010101,0,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,0,True,0,0
8,11110010,1,stock,"else_(streak_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.2802358230002101,1,True,1,1
9,10100110,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,True,1,1
9,10000101,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,0,False,0,0
9,01111111,0,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,0,True,1,1
9,11111101,0,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,0,True,1,1
9,01101010,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,True,1,1
9,00101111,0,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,False,1,1
9,01011110,0,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,False,1,1
9,11101010,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,True,1,1
9,11001101,0,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,False,1,1
9,01001011,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,True,0,0
9,01110010,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,True,1,1
9,01000101,0,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,0,True,0,0
9,11000000,0,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,0,True,0,0
9,01011101,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,True,1,1
9,01011111,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,True,1,1
9,01011000,0,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,0,True,0,0
9,11110010,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,1,True,1,1
9,01010010,1,bingo,"else_(balance_(x, 2), else_(conform_(x, 4), '1'))",0.1781957783068824,0,False,0,0
10,10000001,0,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,0,True,0,0
10,11110010,0,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,0,True,1,1
10,00001101,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,True,0,0
10,11011001,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,0,False,1,1
10,11000110,0,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,0,True,0,0
10,10100110,0,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,0,True,1,1
10,01000101,0,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,False,0,0
10,10101010,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,True,1,1
10,01011101,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,True,1,1
10,01000000,0,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,0,True,0,0
10,01011000,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,True,0,0
10,11111101,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,True,1,1
10,10001010,0,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,0,True,0,0
10,00101111,0,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,False,1,1
10,11101010,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,0,False,1,1
10,01010100,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,True,0,0
10,01111111,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,True,1,1
10,11011111,1,analyst,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",0.3390978891534412,1,True,1,1
11,01010101,0,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
11,10110100,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
11,01111111,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
11,11011001,0,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,1,1
11,11101010,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
11,01011101,0,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,1,1
11,10000001,0,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
11,01010010,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,0,0
11,10101000,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,0,0
11,01000000,0,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
11,10100110,0,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,False,0,1
11,00001101,0,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
11,11111010,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
11,10001010,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,0,0
11,01000001,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,False,0,0
11,01010000,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,0,0
11,01011111,0,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,1,1
11,11010010,1,stock,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
12,11111101,1,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
12,00111111,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,1,1
12,01110010,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,False,1,1
12,01010010,1,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,0,0
12,10110100,1,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
12,01010111,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,1,1
12,11011111,1,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
12,01010101,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
12,10000001,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
12,01000101,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
12,11110010,1,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
12,11010010,1,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
12,10000000,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,0,0
12,01011101,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,1,1
12,01011110,1,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,1,1
12,11101010,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,False,1,1
12,00101111,0,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,0,True,1,1
12,11000110,1,bingo,"else_(conform_(x, 2), invert_(get_(x, 7)))",0.6609021108465587,1,True,0,0
13,11101010,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,1,1
13,01010000,0,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,0,True,0,0
13,01010100,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,0,0
13,11000110,0,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,False,0,0
13,01010101,0,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,0,True,0,0
13,11000000,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,0,False,0,0
13,00110101,0,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,False,0,0
13,10000101,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,0,0
13,11011001,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,1,1
13,01011000,0,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,False,0,0
13,01000101,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,0,0
13,01110010,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,1,1
13,11111101,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,1,1
13,10100110,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,1,1
13,01111111,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,1,1
13,00001101,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,0,0
13,01011110,1,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,1,True,1,1
13,10100000,0,stock,"else_(conform_(x, 3), else_(patternCont_(x), '1'))",0.3390978891534411,0,True,0,0
14,10000101,1,bingo,"else_(balance_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,0,0
14,11110010,0,bingo,"else_(balance_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,1,1
14,01001011,1,bingo,"else_(balance_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,0,0
14,11011111,0,bingo,"else_(balance_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,1,1
14,00001101,1,bingo,"else_(balance_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,0,0
